,Input1,Input2,Target,Alpha
549,z0/mcf-z-stacks-03212011_f01_s2_w2.tif,z8/mcf-z-stacks-03212011_f01_s2_w2.tif,z4/mcf-z-stacks-03212011_f01_s2_w2.tif,0.5
550,z0/mcf-z-stacks-03212011_f02_s1_w2.tif,z8/mcf-z-stacks-03212011_f02_s1_w2.tif,z4/mcf-z-stacks-03212011_f02_s1_w2.tif,0.5
551,z0/mcf-z-stacks-03212011_f02_s2_w2.tif,z8/mcf-z-stacks-03212011_f02_s2_w2.tif,z4/mcf-z-stacks-03212011_f02_s2_w2.tif,0.5
552,z0/mcf-z-stacks-03212011_f03_s1_w2.tif,z8/mcf-z-stacks-03212011_f03_s1_w2.tif,z4/mcf-z-stacks-03212011_f03_s1_w2.tif,0.5
553,z0/mcf-z-stacks-03212011_f03_s2_w2.tif,z8/mcf-z-stacks-03212011_f03_s2_w2.tif,z4/mcf-z-stacks-03212011_f03_s2_w2.tif,0.5
554,z0/mcf-z-stacks-03212011_f04_s1_w2.tif,z8/mcf-z-stacks-03212011_f04_s1_w2.tif,z4/mcf-z-stacks-03212011_f04_s1_w2.tif,0.5
555,z0/mcf-z-stacks-03212011_f04_s2_w2.tif,z8/mcf-z-stacks-03212011_f04_s2_w2.tif,z4/mcf-z-stacks-03212011_f04_s2_w2.tif,0.5
556,z0/mcf-z-stacks-03212011_f05_s1_w2.tif,z8/mcf-z-stacks-03212011_f05_s1_w2.tif,z4/mcf-z-stacks-03212011_f05_s1_w2.tif,0.5
557,z0/mcf-z-stacks-03212011_f05_s2_w2.tif,z8/mcf-z-stacks-03212011_f05_s2_w2.tif,z4/mcf-z-stacks-03212011_f05_s2_w2.tif,0.5
558,z0/mcf-z-stacks-03212011_f06_s1_w2.tif,z8/mcf-z-stacks-03212011_f06_s1_w2.tif,z4/mcf-z-stacks-03212011_f06_s1_w2.tif,0.5
559,z0/mcf-z-stacks-03212011_f06_s2_w2.tif,z8/mcf-z-stacks-03212011_f06_s2_w2.tif,z4/mcf-z-stacks-03212011_f06_s2_w2.tif,0.5
560,z0/mcf-z-stacks-03212011_f07_s1_w2.tif,z8/mcf-z-stacks-03212011_f07_s1_w2.tif,z4/mcf-z-stacks-03212011_f07_s1_w2.tif,0.5
561,z0/mcf-z-stacks-03212011_f07_s2_w2.tif,z8/mcf-z-stacks-03212011_f07_s2_w2.tif,z4/mcf-z-stacks-03212011_f07_s2_w2.tif,0.5
562,z0/mcf-z-stacks-03212011_f08_s1_w2.tif,z8/mcf-z-stacks-03212011_f08_s1_w2.tif,z4/mcf-z-stacks-03212011_f08_s1_w2.tif,0.5
563,z0/mcf-z-stacks-03212011_f08_s2_w2.tif,z8/mcf-z-stacks-03212011_f08_s2_w2.tif,z4/mcf-z-stacks-03212011_f08_s2_w2.tif,0.5
564,z0/mcf-z-stacks-03212011_f09_s1_w2.tif,z8/mcf-z-stacks-03212011_f09_s1_w2.tif,z4/mcf-z-stacks-03212011_f09_s1_w2.tif,0.5
565,z0/mcf-z-stacks-03212011_f09_s2_w2.tif,z8/mcf-z-stacks-03212011_f09_s2_w2.tif,z4/mcf-z-stacks-03212011_f09_s2_w2.tif,0.5
566,z0/mcf-z-stacks-03212011_f10_s1_w2.tif,z8/mcf-z-stacks-03212011_f10_s1_w2.tif,z4/mcf-z-stacks-03212011_f10_s1_w2.tif,0.5
567,z0/mcf-z-stacks-03212011_f10_s2_w2.tif,z8/mcf-z-stacks-03212011_f10_s2_w2.tif,z4/mcf-z-stacks-03212011_f10_s2_w2.tif,0.5
568,z0/mcf-z-stacks-03212011_f11_s1_w2.tif,z8/mcf-z-stacks-03212011_f11_s1_w2.tif,z4/mcf-z-stacks-03212011_f11_s1_w2.tif,0.5
569,z0/mcf-z-stacks-03212011_f11_s2_w2.tif,z8/mcf-z-stacks-03212011_f11_s2_w2.tif,z4/mcf-z-stacks-03212011_f11_s2_w2.tif,0.5
570,z0/mcf-z-stacks-03212011_f12_s1_w2.tif,z8/mcf-z-stacks-03212011_f12_s1_w2.tif,z4/mcf-z-stacks-03212011_f12_s1_w2.tif,0.5
571,z0/mcf-z-stacks-03212011_f12_s2_w2.tif,z8/mcf-z-stacks-03212011_f12_s2_w2.tif,z4/mcf-z-stacks-03212011_f12_s2_w2.tif,0.5
572,z0/mcf-z-stacks-03212011_f13_s1_w2.tif,z8/mcf-z-stacks-03212011_f13_s1_w2.tif,z4/mcf-z-stacks-03212011_f13_s1_w2.tif,0.5
573,z0/mcf-z-stacks-03212011_f13_s2_w2.tif,z8/mcf-z-stacks-03212011_f13_s2_w2.tif,z4/mcf-z-stacks-03212011_f13_s2_w2.tif,0.5
574,z0/mcf-z-stacks-03212011_f14_s1_w2.tif,z8/mcf-z-stacks-03212011_f14_s1_w2.tif,z4/mcf-z-stacks-03212011_f14_s1_w2.tif,0.5
575,z0/mcf-z-stacks-03212011_f14_s2_w2.tif,z8/mcf-z-stacks-03212011_f14_s2_w2.tif,z4/mcf-z-stacks-03212011_f14_s2_w2.tif,0.5
576,z0/mcf-z-stacks-03212011_f15_s1_w2.tif,z8/mcf-z-stacks-03212011_f15_s1_w2.tif,z4/mcf-z-stacks-03212011_f15_s1_w2.tif,0.5
577,z0/mcf-z-stacks-03212011_f15_s2_w2.tif,z8/mcf-z-stacks-03212011_f15_s2_w2.tif,z4/mcf-z-stacks-03212011_f15_s2_w2.tif,0.5
578,z0/mcf-z-stacks-03212011_f16_s1_w2.tif,z8/mcf-z-stacks-03212011_f16_s1_w2.tif,z4/mcf-z-stacks-03212011_f16_s1_w2.tif,0.5
579,z0/mcf-z-stacks-03212011_f16_s2_w2.tif,z8/mcf-z-stacks-03212011_f16_s2_w2.tif,z4/mcf-z-stacks-03212011_f16_s2_w2.tif,0.5
580,z0/mcf-z-stacks-03212011_f17_s1_w2.tif,z8/mcf-z-stacks-03212011_f17_s1_w2.tif,z4/mcf-z-stacks-03212011_f17_s1_w2.tif,0.5
581,z0/mcf-z-stacks-03212011_f17_s2_w2.tif,z8/mcf-z-stacks-03212011_f17_s2_w2.tif,z4/mcf-z-stacks-03212011_f17_s2_w2.tif,0.5
582,z0/mcf-z-stacks-03212011_f18_s1_w2.tif,z8/mcf-z-stacks-03212011_f18_s1_w2.tif,z4/mcf-z-stacks-03212011_f18_s1_w2.tif,0.5
583,z0/mcf-z-stacks-03212011_f18_s2_w2.tif,z8/mcf-z-stacks-03212011_f18_s2_w2.tif,z4/mcf-z-stacks-03212011_f18_s2_w2.tif,0.5
584,z0/mcf-z-stacks-03212011_f19_s1_w2.tif,z8/mcf-z-stacks-03212011_f19_s1_w2.tif,z4/mcf-z-stacks-03212011_f19_s1_w2.tif,0.5
585,z0/mcf-z-stacks-03212011_f19_s2_w2.tif,z8/mcf-z-stacks-03212011_f19_s2_w2.tif,z4/mcf-z-stacks-03212011_f19_s2_w2.tif,0.5
586,z0/mcf-z-stacks-03212011_f20_s1_w2.tif,z8/mcf-z-stacks-03212011_f20_s1_w2.tif,z4/mcf-z-stacks-03212011_f20_s1_w2.tif,0.5
587,z0/mcf-z-stacks-03212011_f20_s2_w2.tif,z8/mcf-z-stacks-03212011_f20_s2_w2.tif,z4/mcf-z-stacks-03212011_f20_s2_w2.tif,0.5
588,z0/mcf-z-stacks-03212011_f21_s1_w2.tif,z8/mcf-z-stacks-03212011_f21_s1_w2.tif,z4/mcf-z-stacks-03212011_f21_s1_w2.tif,0.5
589,z0/mcf-z-stacks-03212011_f21_s2_w2.tif,z8/mcf-z-stacks-03212011_f21_s2_w2.tif,z4/mcf-z-stacks-03212011_f21_s2_w2.tif,0.5
590,z0/mcf-z-stacks-03212011_f22_s1_w2.tif,z8/mcf-z-stacks-03212011_f22_s1_w2.tif,z4/mcf-z-stacks-03212011_f22_s1_w2.tif,0.5
591,z0/mcf-z-stacks-03212011_f22_s2_w2.tif,z8/mcf-z-stacks-03212011_f22_s2_w2.tif,z4/mcf-z-stacks-03212011_f22_s2_w2.tif,0.5
592,z0/mcf-z-stacks-03212011_f23_s1_w2.tif,z8/mcf-z-stacks-03212011_f23_s1_w2.tif,z4/mcf-z-stacks-03212011_f23_s1_w2.tif,0.5
593,z0/mcf-z-stacks-03212011_f23_s2_w2.tif,z8/mcf-z-stacks-03212011_f23_s2_w2.tif,z4/mcf-z-stacks-03212011_f23_s2_w2.tif,0.5
594,z0/mcf-z-stacks-03212011_f24_s1_w2.tif,z8/mcf-z-stacks-03212011_f24_s1_w2.tif,z4/mcf-z-stacks-03212011_f24_s1_w2.tif,0.5
595,z0/mcf-z-stacks-03212011_f24_s2_w2.tif,z8/mcf-z-stacks-03212011_f24_s2_w2.tif,z4/mcf-z-stacks-03212011_f24_s2_w2.tif,0.5
596,z0/mcf-z-stacks-03212011_g01_s1_w2.tif,z8/mcf-z-stacks-03212011_g01_s1_w2.tif,z4/mcf-z-stacks-03212011_g01_s1_w2.tif,0.5
597,z0/mcf-z-stacks-03212011_g01_s2_w2.tif,z8/mcf-z-stacks-03212011_g01_s2_w2.tif,z4/mcf-z-stacks-03212011_g01_s2_w2.tif,0.5
598,z0/mcf-z-stacks-03212011_g02_s1_w2.tif,z8/mcf-z-stacks-03212011_g02_s1_w2.tif,z4/mcf-z-stacks-03212011_g02_s1_w2.tif,0.5
599,z0/mcf-z-stacks-03212011_g02_s2_w2.tif,z8/mcf-z-stacks-03212011_g02_s2_w2.tif,z4/mcf-z-stacks-03212011_g02_s2_w2.tif,0.5
600,z0/mcf-z-stacks-03212011_g03_s1_w2.tif,z8/mcf-z-stacks-03212011_g03_s1_w2.tif,z4/mcf-z-stacks-03212011_g03_s1_w2.tif,0.5
601,z0/mcf-z-stacks-03212011_g03_s2_w2.tif,z8/mcf-z-stacks-03212011_g03_s2_w2.tif,z4/mcf-z-stacks-03212011_g03_s2_w2.tif,0.5
602,z0/mcf-z-stacks-03212011_g04_s1_w2.tif,z8/mcf-z-stacks-03212011_g04_s1_w2.tif,z4/mcf-z-stacks-03212011_g04_s1_w2.tif,0.5
603,z0/mcf-z-stacks-03212011_g04_s2_w2.tif,z8/mcf-z-stacks-03212011_g04_s2_w2.tif,z4/mcf-z-stacks-03212011_g04_s2_w2.tif,0.5
604,z0/mcf-z-stacks-03212011_g05_s1_w2.tif,z8/mcf-z-stacks-03212011_g05_s1_w2.tif,z4/mcf-z-stacks-03212011_g05_s1_w2.tif,0.5
605,z0/mcf-z-stacks-03212011_g05_s2_w2.tif,z8/mcf-z-stacks-03212011_g05_s2_w2.tif,z4/mcf-z-stacks-03212011_g05_s2_w2.tif,0.5
606,z0/mcf-z-stacks-03212011_g06_s1_w2.tif,z8/mcf-z-stacks-03212011_g06_s1_w2.tif,z4/mcf-z-stacks-03212011_g06_s1_w2.tif,0.5
607,z0/mcf-z-stacks-03212011_g06_s2_w2.tif,z8/mcf-z-stacks-03212011_g06_s2_w2.tif,z4/mcf-z-stacks-03212011_g06_s2_w2.tif,0.5
608,z0/mcf-z-stacks-03212011_g07_s1_w2.tif,z8/mcf-z-stacks-03212011_g07_s1_w2.tif,z4/mcf-z-stacks-03212011_g07_s1_w2.tif,0.5
609,z0/mcf-z-stacks-03212011_g07_s2_w2.tif,z8/mcf-z-stacks-03212011_g07_s2_w2.tif,z4/mcf-z-stacks-03212011_g07_s2_w2.tif,0.5
610,z0/mcf-z-stacks-03212011_g08_s1_w2.tif,z8/mcf-z-stacks-03212011_g08_s1_w2.tif,z4/mcf-z-stacks-03212011_g08_s1_w2.tif,0.5
611,z0/mcf-z-stacks-03212011_g08_s2_w2.tif,z8/mcf-z-stacks-03212011_g08_s2_w2.tif,z4/mcf-z-stacks-03212011_g08_s2_w2.tif,0.5
612,z0/mcf-z-stacks-03212011_g09_s1_w2.tif,z8/mcf-z-stacks-03212011_g09_s1_w2.tif,z4/mcf-z-stacks-03212011_g09_s1_w2.tif,0.5
613,z0/mcf-z-stacks-03212011_g09_s2_w2.tif,z8/mcf-z-stacks-03212011_g09_s2_w2.tif,z4/mcf-z-stacks-03212011_g09_s2_w2.tif,0.5
614,z0/mcf-z-stacks-03212011_g10_s1_w2.tif,z8/mcf-z-stacks-03212011_g10_s1_w2.tif,z4/mcf-z-stacks-03212011_g10_s1_w2.tif,0.5
615,z0/mcf-z-stacks-03212011_g10_s2_w2.tif,z8/mcf-z-stacks-03212011_g10_s2_w2.tif,z4/mcf-z-stacks-03212011_g10_s2_w2.tif,0.5
616,z0/mcf-z-stacks-03212011_g11_s1_w2.tif,z8/mcf-z-stacks-03212011_g11_s1_w2.tif,z4/mcf-z-stacks-03212011_g11_s1_w2.tif,0.5
617,z0/mcf-z-stacks-03212011_g11_s2_w2.tif,z8/mcf-z-stacks-03212011_g11_s2_w2.tif,z4/mcf-z-stacks-03212011_g11_s2_w2.tif,0.5
618,z0/mcf-z-stacks-03212011_g12_s1_w2.tif,z8/mcf-z-stacks-03212011_g12_s1_w2.tif,z4/mcf-z-stacks-03212011_g12_s1_w2.tif,0.5
619,z0/mcf-z-stacks-03212011_g12_s2_w2.tif,z8/mcf-z-stacks-03212011_g12_s2_w2.tif,z4/mcf-z-stacks-03212011_g12_s2_w2.tif,0.5
620,z0/mcf-z-stacks-03212011_g13_s1_w2.tif,z8/mcf-z-stacks-03212011_g13_s1_w2.tif,z4/mcf-z-stacks-03212011_g13_s1_w2.tif,0.5
621,z0/mcf-z-stacks-03212011_g13_s2_w2.tif,z8/mcf-z-stacks-03212011_g13_s2_w2.tif,z4/mcf-z-stacks-03212011_g13_s2_w2.tif,0.5
622,z0/mcf-z-stacks-03212011_g14_s1_w2.tif,z8/mcf-z-stacks-03212011_g14_s1_w2.tif,z4/mcf-z-stacks-03212011_g14_s1_w2.tif,0.5
623,z0/mcf-z-stacks-03212011_g14_s2_w2.tif,z8/mcf-z-stacks-03212011_g14_s2_w2.tif,z4/mcf-z-stacks-03212011_g14_s2_w2.tif,0.5
624,z0/mcf-z-stacks-03212011_g15_s1_w2.tif,z8/mcf-z-stacks-03212011_g15_s1_w2.tif,z4/mcf-z-stacks-03212011_g15_s1_w2.tif,0.5
625,z0/mcf-z-stacks-03212011_g15_s2_w2.tif,z8/mcf-z-stacks-03212011_g15_s2_w2.tif,z4/mcf-z-stacks-03212011_g15_s2_w2.tif,0.5
626,z0/mcf-z-stacks-03212011_g16_s1_w2.tif,z8/mcf-z-stacks-03212011_g16_s1_w2.tif,z4/mcf-z-stacks-03212011_g16_s1_w2.tif,0.5
627,z0/mcf-z-stacks-03212011_g16_s2_w2.tif,z8/mcf-z-stacks-03212011_g16_s2_w2.tif,z4/mcf-z-stacks-03212011_g16_s2_w2.tif,0.5
628,z0/mcf-z-stacks-03212011_g17_s1_w2.tif,z8/mcf-z-stacks-03212011_g17_s1_w2.tif,z4/mcf-z-stacks-03212011_g17_s1_w2.tif,0.5
629,z0/mcf-z-stacks-03212011_g17_s2_w2.tif,z8/mcf-z-stacks-03212011_g17_s2_w2.tif,z4/mcf-z-stacks-03212011_g17_s2_w2.tif,0.5
630,z0/mcf-z-stacks-03212011_g18_s1_w2.tif,z8/mcf-z-stacks-03212011_g18_s1_w2.tif,z4/mcf-z-stacks-03212011_g18_s1_w2.tif,0.5
631,z0/mcf-z-stacks-03212011_g18_s2_w2.tif,z8/mcf-z-stacks-03212011_g18_s2_w2.tif,z4/mcf-z-stacks-03212011_g18_s2_w2.tif,0.5
632,z0/mcf-z-stacks-03212011_g19_s1_w2.tif,z8/mcf-z-stacks-03212011_g19_s1_w2.tif,z4/mcf-z-stacks-03212011_g19_s1_w2.tif,0.5
633,z0/mcf-z-stacks-03212011_g19_s2_w2.tif,z8/mcf-z-stacks-03212011_g19_s2_w2.tif,z4/mcf-z-stacks-03212011_g19_s2_w2.tif,0.5
634,z0/mcf-z-stacks-03212011_g20_s1_w2.tif,z8/mcf-z-stacks-03212011_g20_s1_w2.tif,z4/mcf-z-stacks-03212011_g20_s1_w2.tif,0.5
635,z0/mcf-z-stacks-03212011_g20_s2_w2.tif,z8/mcf-z-stacks-03212011_g20_s2_w2.tif,z4/mcf-z-stacks-03212011_g20_s2_w2.tif,0.5
636,z0/mcf-z-stacks-03212011_g21_s1_w2.tif,z8/mcf-z-stacks-03212011_g21_s1_w2.tif,z4/mcf-z-stacks-03212011_g21_s1_w2.tif,0.5
637,z0/mcf-z-stacks-03212011_g21_s2_w2.tif,z8/mcf-z-stacks-03212011_g21_s2_w2.tif,z4/mcf-z-stacks-03212011_g21_s2_w2.tif,0.5
638,z0/mcf-z-stacks-03212011_g22_s1_w2.tif,z8/mcf-z-stacks-03212011_g22_s1_w2.tif,z4/mcf-z-stacks-03212011_g22_s1_w2.tif,0.5
639,z0/mcf-z-stacks-03212011_g22_s2_w2.tif,z8/mcf-z-stacks-03212011_g22_s2_w2.tif,z4/mcf-z-stacks-03212011_g22_s2_w2.tif,0.5
640,z0/mcf-z-stacks-03212011_g23_s1_w2.tif,z8/mcf-z-stacks-03212011_g23_s1_w2.tif,z4/mcf-z-stacks-03212011_g23_s1_w2.tif,0.5
641,z0/mcf-z-stacks-03212011_g23_s2_w2.tif,z8/mcf-z-stacks-03212011_g23_s2_w2.tif,z4/mcf-z-stacks-03212011_g23_s2_w2.tif,0.5
642,z0/mcf-z-stacks-03212011_g24_s1_w2.tif,z8/mcf-z-stacks-03212011_g24_s1_w2.tif,z4/mcf-z-stacks-03212011_g24_s1_w2.tif,0.5
643,z0/mcf-z-stacks-03212011_g24_s2_w2.tif,z8/mcf-z-stacks-03212011_g24_s2_w2.tif,z4/mcf-z-stacks-03212011_g24_s2_w2.tif,0.5
644,z0/mcf-z-stacks-03212011_h01_s1_w2.tif,z8/mcf-z-stacks-03212011_h01_s1_w2.tif,z4/mcf-z-stacks-03212011_h01_s1_w2.tif,0.5
645,z0/mcf-z-stacks-03212011_h01_s2_w2.tif,z8/mcf-z-stacks-03212011_h01_s2_w2.tif,z4/mcf-z-stacks-03212011_h01_s2_w2.tif,0.5
646,z0/mcf-z-stacks-03212011_h02_s1_w2.tif,z8/mcf-z-stacks-03212011_h02_s1_w2.tif,z4/mcf-z-stacks-03212011_h02_s1_w2.tif,0.5
647,z0/mcf-z-stacks-03212011_h02_s2_w2.tif,z8/mcf-z-stacks-03212011_h02_s2_w2.tif,z4/mcf-z-stacks-03212011_h02_s2_w2.tif,0.5
648,z0/mcf-z-stacks-03212011_h03_s1_w2.tif,z8/mcf-z-stacks-03212011_h03_s1_w2.tif,z4/mcf-z-stacks-03212011_h03_s1_w2.tif,0.5
649,z0/mcf-z-stacks-03212011_h03_s2_w2.tif,z8/mcf-z-stacks-03212011_h03_s2_w2.tif,z4/mcf-z-stacks-03212011_h03_s2_w2.tif,0.5
650,z0/mcf-z-stacks-03212011_h04_s1_w2.tif,z8/mcf-z-stacks-03212011_h04_s1_w2.tif,z4/mcf-z-stacks-03212011_h04_s1_w2.tif,0.5
651,z0/mcf-z-stacks-03212011_h04_s2_w2.tif,z8/mcf-z-stacks-03212011_h04_s2_w2.tif,z4/mcf-z-stacks-03212011_h04_s2_w2.tif,0.5
652,z0/mcf-z-stacks-03212011_h05_s1_w2.tif,z8/mcf-z-stacks-03212011_h05_s1_w2.tif,z4/mcf-z-stacks-03212011_h05_s1_w2.tif,0.5
653,z0/mcf-z-stacks-03212011_h05_s2_w2.tif,z8/mcf-z-stacks-03212011_h05_s2_w2.tif,z4/mcf-z-stacks-03212011_h05_s2_w2.tif,0.5
654,z0/mcf-z-stacks-03212011_h06_s1_w2.tif,z8/mcf-z-stacks-03212011_h06_s1_w2.tif,z4/mcf-z-stacks-03212011_h06_s1_w2.tif,0.5
655,z0/mcf-z-stacks-03212011_h06_s2_w2.tif,z8/mcf-z-stacks-03212011_h06_s2_w2.tif,z4/mcf-z-stacks-03212011_h06_s2_w2.tif,0.5
656,z0/mcf-z-stacks-03212011_h07_s1_w2.tif,z8/mcf-z-stacks-03212011_h07_s1_w2.tif,z4/mcf-z-stacks-03212011_h07_s1_w2.tif,0.5
657,z0/mcf-z-stacks-03212011_h07_s2_w2.tif,z8/mcf-z-stacks-03212011_h07_s2_w2.tif,z4/mcf-z-stacks-03212011_h07_s2_w2.tif,0.5
658,z0/mcf-z-stacks-03212011_h08_s1_w2.tif,z8/mcf-z-stacks-03212011_h08_s1_w2.tif,z4/mcf-z-stacks-03212011_h08_s1_w2.tif,0.5
659,z0/mcf-z-stacks-03212011_h08_s2_w2.tif,z8/mcf-z-stacks-03212011_h08_s2_w2.tif,z4/mcf-z-stacks-03212011_h08_s2_w2.tif,0.5
660,z0/mcf-z-stacks-03212011_h09_s1_w2.tif,z8/mcf-z-stacks-03212011_h09_s1_w2.tif,z4/mcf-z-stacks-03212011_h09_s1_w2.tif,0.5
661,z0/mcf-z-stacks-03212011_h09_s2_w2.tif,z8/mcf-z-stacks-03212011_h09_s2_w2.tif,z4/mcf-z-stacks-03212011_h09_s2_w2.tif,0.5
662,z0/mcf-z-stacks-03212011_h10_s1_w2.tif,z8/mcf-z-stacks-03212011_h10_s1_w2.tif,z4/mcf-z-stacks-03212011_h10_s1_w2.tif,0.5
663,z0/mcf-z-stacks-03212011_h10_s2_w2.tif,z8/mcf-z-stacks-03212011_h10_s2_w2.tif,z4/mcf-z-stacks-03212011_h10_s2_w2.tif,0.5
664,z0/mcf-z-stacks-03212011_h11_s1_w2.tif,z8/mcf-z-stacks-03212011_h11_s1_w2.tif,z4/mcf-z-stacks-03212011_h11_s1_w2.tif,0.5
665,z0/mcf-z-stacks-03212011_h11_s2_w2.tif,z8/mcf-z-stacks-03212011_h11_s2_w2.tif,z4/mcf-z-stacks-03212011_h11_s2_w2.tif,0.5
666,z0/mcf-z-stacks-03212011_h12_s1_w2.tif,z8/mcf-z-stacks-03212011_h12_s1_w2.tif,z4/mcf-z-stacks-03212011_h12_s1_w2.tif,0.5
667,z0/mcf-z-stacks-03212011_h12_s2_w2.tif,z8/mcf-z-stacks-03212011_h12_s2_w2.tif,z4/mcf-z-stacks-03212011_h12_s2_w2.tif,0.5
668,z0/mcf-z-stacks-03212011_h13_s1_w2.tif,z8/mcf-z-stacks-03212011_h13_s1_w2.tif,z4/mcf-z-stacks-03212011_h13_s1_w2.tif,0.5
669,z0/mcf-z-stacks-03212011_h13_s2_w2.tif,z8/mcf-z-stacks-03212011_h13_s2_w2.tif,z4/mcf-z-stacks-03212011_h13_s2_w2.tif,0.5
670,z0/mcf-z-stacks-03212011_h14_s1_w2.tif,z8/mcf-z-stacks-03212011_h14_s1_w2.tif,z4/mcf-z-stacks-03212011_h14_s1_w2.tif,0.5
671,z0/mcf-z-stacks-03212011_h14_s2_w2.tif,z8/mcf-z-stacks-03212011_h14_s2_w2.tif,z4/mcf-z-stacks-03212011_h14_s2_w2.tif,0.5
672,z0/mcf-z-stacks-03212011_h15_s1_w2.tif,z8/mcf-z-stacks-03212011_h15_s1_w2.tif,z4/mcf-z-stacks-03212011_h15_s1_w2.tif,0.5
673,z0/mcf-z-stacks-03212011_h15_s2_w2.tif,z8/mcf-z-stacks-03212011_h15_s2_w2.tif,z4/mcf-z-stacks-03212011_h15_s2_w2.tif,0.5
674,z0/mcf-z-stacks-03212011_h16_s1_w2.tif,z8/mcf-z-stacks-03212011_h16_s1_w2.tif,z4/mcf-z-stacks-03212011_h16_s1_w2.tif,0.5
675,z0/mcf-z-stacks-03212011_h16_s2_w2.tif,z8/mcf-z-stacks-03212011_h16_s2_w2.tif,z4/mcf-z-stacks-03212011_h16_s2_w2.tif,0.5
676,z0/mcf-z-stacks-03212011_h17_s1_w2.tif,z8/mcf-z-stacks-03212011_h17_s1_w2.tif,z4/mcf-z-stacks-03212011_h17_s1_w2.tif,0.5
677,z0/mcf-z-stacks-03212011_h17_s2_w2.tif,z8/mcf-z-stacks-03212011_h17_s2_w2.tif,z4/mcf-z-stacks-03212011_h17_s2_w2.tif,0.5
678,z0/mcf-z-stacks-03212011_h18_s1_w2.tif,z8/mcf-z-stacks-03212011_h18_s1_w2.tif,z4/mcf-z-stacks-03212011_h18_s1_w2.tif,0.5
679,z0/mcf-z-stacks-03212011_h18_s2_w2.tif,z8/mcf-z-stacks-03212011_h18_s2_w2.tif,z4/mcf-z-stacks-03212011_h18_s2_w2.tif,0.5
680,z0/mcf-z-stacks-03212011_h19_s1_w2.tif,z8/mcf-z-stacks-03212011_h19_s1_w2.tif,z4/mcf-z-stacks-03212011_h19_s1_w2.tif,0.5
681,z0/mcf-z-stacks-03212011_h19_s2_w2.tif,z8/mcf-z-stacks-03212011_h19_s2_w2.tif,z4/mcf-z-stacks-03212011_h19_s2_w2.tif,0.5
682,z0/mcf-z-stacks-03212011_h20_s1_w2.tif,z8/mcf-z-stacks-03212011_h20_s1_w2.tif,z4/mcf-z-stacks-03212011_h20_s1_w2.tif,0.5
683,z0/mcf-z-stacks-03212011_h20_s2_w2.tif,z8/mcf-z-stacks-03212011_h20_s2_w2.tif,z4/mcf-z-stacks-03212011_h20_s2_w2.tif,0.5
684,z0/mcf-z-stacks-03212011_h21_s1_w2.tif,z8/mcf-z-stacks-03212011_h21_s1_w2.tif,z4/mcf-z-stacks-03212011_h21_s1_w2.tif,0.5
685,z0/mcf-z-stacks-03212011_h21_s2_w2.tif,z8/mcf-z-stacks-03212011_h21_s2_w2.tif,z4/mcf-z-stacks-03212011_h21_s2_w2.tif,0.5
686,z0/mcf-z-stacks-03212011_h22_s1_w2.tif,z8/mcf-z-stacks-03212011_h22_s1_w2.tif,z4/mcf-z-stacks-03212011_h22_s1_w2.tif,0.5
687,z0/mcf-z-stacks-03212011_h22_s2_w2.tif,z8/mcf-z-stacks-03212011_h22_s2_w2.tif,z4/mcf-z-stacks-03212011_h22_s2_w2.tif,0.5
688,z0/mcf-z-stacks-03212011_h23_s1_w2.tif,z8/mcf-z-stacks-03212011_h23_s1_w2.tif,z4/mcf-z-stacks-03212011_h23_s1_w2.tif,0.5
689,z0/mcf-z-stacks-03212011_h23_s2_w2.tif,z8/mcf-z-stacks-03212011_h23_s2_w2.tif,z4/mcf-z-stacks-03212011_h23_s2_w2.tif,0.5
690,z0/mcf-z-stacks-03212011_h24_s1_w2.tif,z8/mcf-z-stacks-03212011_h24_s1_w2.tif,z4/mcf-z-stacks-03212011_h24_s1_w2.tif,0.5
691,z0/mcf-z-stacks-03212011_h24_s2_w2.tif,z8/mcf-z-stacks-03212011_h24_s2_w2.tif,z4/mcf-z-stacks-03212011_h24_s2_w2.tif,0.5
692,z0/mcf-z-stacks-03212011_i01_s1_w2.tif,z8/mcf-z-stacks-03212011_i01_s1_w2.tif,z4/mcf-z-stacks-03212011_i01_s1_w2.tif,0.5
693,z0/mcf-z-stacks-03212011_i01_s2_w2.tif,z8/mcf-z-stacks-03212011_i01_s2_w2.tif,z4/mcf-z-stacks-03212011_i01_s2_w2.tif,0.5
694,z0/mcf-z-stacks-03212011_i02_s1_w2.tif,z8/mcf-z-stacks-03212011_i02_s1_w2.tif,z4/mcf-z-stacks-03212011_i02_s1_w2.tif,0.5
695,z0/mcf-z-stacks-03212011_i02_s2_w2.tif,z8/mcf-z-stacks-03212011_i02_s2_w2.tif,z4/mcf-z-stacks-03212011_i02_s2_w2.tif,0.5
696,z0/mcf-z-stacks-03212011_i03_s1_w2.tif,z8/mcf-z-stacks-03212011_i03_s1_w2.tif,z4/mcf-z-stacks-03212011_i03_s1_w2.tif,0.5
697,z0/mcf-z-stacks-03212011_i03_s2_w2.tif,z8/mcf-z-stacks-03212011_i03_s2_w2.tif,z4/mcf-z-stacks-03212011_i03_s2_w2.tif,0.5
698,z0/mcf-z-stacks-03212011_i04_s1_w2.tif,z8/mcf-z-stacks-03212011_i04_s1_w2.tif,z4/mcf-z-stacks-03212011_i04_s1_w2.tif,0.5
